phrase,diacritics_phrase
Rambert putea sau nu sa fie fara rezerve.,Rambert putea sau nu să fie fără rezerve.
"- Nu admit decat marturiile fara rezerve, continua doctorul. Nu o voi sustine","- Nu admit decât mărturiile fără rezerve, continuă doctorul. Nu o voi susține"
deci pe-a dumneavoastra cu informatiile mele.,deci pe-a dumneavoastră cu informațiile mele.
"- Este limbajul lui Saint-Just, spune ziaristul zambind. Rieux spune, fara sa","- Este limbajul lui Saint-Just, spune ziaristul zâmbind. Rieux spune, fără să"
"ridice tonul, ca n-avea nici o idee al cui limbaj era, dar ca era acela al unui om","ridice tonul, că n-avea nici o idee al cui limbaj era, dar că era acela al unui om"
"obosit de lumea in care traia, iubindu-si totusi semenii si hotarat sa respinga, in","obosit de lumea în care trăia, iubindu-și totuși semenii și hotărât să respingă, în"
"ceea ce-l priveste, nedreptatea si concesiile. Rambert, cu capul intre umeri, l","ceea ce-l privește, nedreptatea și concesiile. Rambert, cu capul între umeri, l"
privea.,privea.
"- Cred cai va inteleg, spune el fn cele din urma, ridicandu-se.","- Cred cai vă înțeleg, spune el fn cele din urmă, ridicându-se."
Doctorul il conducea spre usa:,Doctorul îl conducea spre ușă:
- Va multumesc ca priviti astfel lucrurile.,- Vă mulțumesc că priviți astfel lucrurile.
Rambert parea ca-si pierde rabdarea:,Rambert părea că-și pierde răbdarea:
"-- Da, spune el, inteleg, iertati-ma ca v-am deranjat.","-- Da, spune el, înțeleg, iertați-mă că v-am deranjat."
Doctorul ii strange mana si fi spune ca ar fi de facut un reportaj ciudat cu,Doctorul îi strânge mâna și fi spune că ar fi de făcut un reportaj ciudat cu
privire la multimea de sobolani morti care se gasesc in acest moment in oras.,privire la mulțimea de șobolani morți care se găsesc în acest moment în oraș.
"- A. Exclama Rambert, asta ma intereseaza.","- A. Exclamă Rambert, asta mă interesează."
"La orele saptesprezece, pe cand iesea pentru noi vizite, doctorul se incruciseaza","La orele șaptesprezece, pe când ieșea pentru noi vizite, doctorul se încrucișează"
"pe scara cu un om inca tanar, cu statura greoaie, cu chipul masiv si brazdat, taiat","pe scară cu un om încă tânăr, cu statură greoaie, cu chipul masiv și brăzdat, tăiat"
de sprancene groase. II mai intalnise de cateva ori la dansatorii spanioli care,de sprâncene groase. ÎI mai întâlnise de câteva ori la dansatorii spanioli care
"locuiau la ultimul etaj al imobilului. Jean Tarrou fuma cu pofta o tigara,","locuiau la ultimul etaj al imobilului. Jean Tarrou fuma cu poftă o țigară,"
contempland ultimele convulsii ale unui sobolan care murea pe o treapta la,contemplând ultimele convulsii ale unui șobolan care murea pe o treaptă la
picioarele sale. El ridic asupra doctorului privirea linistita si putin staruitoare a,picioarele sale. El ridic asupra doctorului privirea liniștită și puțin stăruitoare a
"ochilor sai cenusii, ii da buna ziua si adauga apoi ca aparitia aceasta a","ochilor săi cenușii, îi dă bună ziua și adaugă apoi ca apariția aceasta a"
sobolanilor era un lucru ciudat.,șobolanilor era un lucru ciudat.
"- Da, spune Rieux, dar care incepe sa fie sacaitor.","- Da, spune Rieux, dar care începe să fie sâcâitor."
"-- Intr-un sens, doctore, numai intr-un sens. Noi n-am vazut niciodata asa ceVa,","-- Într-un sens, doctore, numai într-un sens. Noi n-am văzut niciodată așa ceVa,"
"asta-i tot. Dar mie mi se pare interesant, da, interesant, cu siguranta.","asta-i tot. Dar mie mi se pare interesant, da, interesant, cu siguranță."
"Tarrou si-a trecut mana prin par ca sa-l dea pe spate, a privit din nou sobolanul,","Tarrou și-a trecut mâna prin păr ca să-l dea pe spate, a privit din nou șobolanul,"
"nemiscat acum, apoi i-a zambit lui Rieux:","nemișcat acum, apoi i-a zâmbit lui Rieux:"
"-- Dar, la urma urmei, doctore, asta e mai ales treaba portarului.","-- Dar, la urma urmei, doctore, asta e mai ales treaba portarului."
"Si doctorul il gaseste tocmai pe portar in fata casei, sprijinit de zidul de linga","Și doctorul îl găsește tocmai pe portar în fața casei, sprijinit de zidul de lîngă"
"intrare, cu o expresie de lehamite pe chipul lui congestionat de obicei.","intrare, cu o expresie de lehamite pe chipul lui congestionat de obicei."
"-- Da, stiu, spune batranul Michel cand doctorul ii semnaleaza o noua","-- Da, știu, spune bătrânul Michel când doctorul îi semnalează o nouă"
descoperire. Acum dai de cate doi sau trei deodata. Dar si in celelalte case e la,descoperire. Acum dai de câte doi sau trei deodată. Dar și în celelalte case e la
fel.,fel.
Pairea abatut ti ingrijorat. Isi freca gatul cu un gest reflex. Rieux l intreaba cum,Pairea abătut ți îngrijorat. Își frecă gâtul cu un gest reflex. Rieux l întreabă cum
"se simtea. Portarul nu putea, bineinteles, sa spuna ca se simte rau. Numai ca nu","se simțea. Portarul nu putea, bineînțeles, să spună că se simte rău. Numai că nu"
"prea era in apele lui. Dupa parerea lui, moralul i se cam tulbura. obolanii","prea era în apele lui. După părerea lui, moralul i se cam tulbură. obolanii"
"acestia il nucisera, dar totul avea sa mearga foarte bine dupa ce vor fi disparut.","aceștia îl nuciseră, dar totul avea să meargă foarte bine după ce vor fi dispărut."
"Dar in dimineata urmatoare, 18 aprilie, doctorul, care iyi aducea mama de la","Dar în dimineața următoare, 18 aprilie, doctorul, care iyi aducea mama de la"
"gara, il gaseste pe domnul Michel si mai tras la fata decat ieri: din pivnita pana","gara, îl găsește pe domnul Michel și mai tras la față decât ieri: din pivniță până"
"in pod, vreo zece sobolani zaceau pe scari. Umpleau si lazile de gunoi ale caselor","în pod, vreo zece șobolani zăceau pe scări. Umpleau și lăzile de gunoi ale caselor"
vecine. Mama doctorului afla stirea fara sa se mire.,vecine. Mama doctorului află știrea fără să se mire.
- Sunt lucruri care se intamplal,- Sunt lucruri care se întâmplal
"Era o femeie micuta, cu parul argintiu, cu ochii negri si blanzi.","Era o femeie micuță, cu părul argintiu, cu ochii negri și blânzi."
"- Sunt fericita ca te vad, Bernard, spunea ea. In ciuda sobolanilor, tot ma","- Sunt fericită că te văd, Bernard, spunea ea. În ciuda șobolanilor, tot ma"
bucur.,bucur.
"El fncuviinta; era adevarat, cu ea totul parea simplu, totdeauna.","El fncuviință; era adevărat, cu ea totul părea simplu, totdeauna."
"Rieux telefona totusi la serviciul comunal de deratizare, pe al carui director l","Rieux telefona totuși la serviciul comunal de deratizare, pe al cărui director l"
cunostea. Auzise el oare de sobolanii astia numerosi care ieeau sa moara sub,cunoștea. Auzise el oare de șobolanii ăștia numeroși care ieeau să moară sub
"cerul liberP Mercier, directorul, auzise de asta si chiar in serviciul lui, nu departe","cerul liberP Mercier, directorul, auzise de asta și chiar în serviciul lui, nu departe"
"de cheiuri, fusesera descoperiti vreo cincizeci. Se fntreba insa daca era grav.","de cheiuri, fuseseră descoperiți vreo cincizeci. Se fntreba însă dacă era grav."
"Rieux nu putea sa-i raspunda hotarat, dar credea ca serviciul de deratizare","Rieux nu putea să-i răspundă hotărât, dar credea că serviciul de deratizare"
trebuie sa intervina.,trebuie să intervină.
"-- Da, zise Mercier, pe baza unui ordin. Dacai tu crezi ca merita intr-adevar","-- Da, zise Mercier, pe baza unui ordin. Dacăi tu crezi că merită într-adevăr"
"osteneala, pot sa incerc sa obtin un ordin.","osteneală, pot să încerc să obțin un ordin."
"-- Merita totdeauna, spune Rieux.","-- Merită totdeauna, spune Rieux."
Femeia de serviciu tocmai ii spusese ca in marea uzina in care lucra barbatul ei,Femeia de serviciu tocmai îi spusese că în marea uzină în care lucra bărbatul ei
fusesera adunate mai multe sute de sobolani morti.,fuseseră adunate mai multe sute de șobolani morți.
"In orice caz, cam in aceasta perioada concetatenii nostri au inceput si ei sa se","În orice caz, cam în această perioadă concetățenii noștri au început și ei să se"
"nelinisteasca. Fiindca, incepand din ziua de 18, uzinele si antrepozitele desertara,","neliniștească. Fiindcă, începând din ziua de 18, uzinele și antrepozitele deșertară,"
"intr-adevar, sute de cadavre de sobolani. In cateva cazuri, oamenii fusesera siliti","într-adevăr, sute de cadavre de șobolani. În câteva cazuri, oamenii fuseseră siliți"
"sa-i omoare, agonia fiindu-le prea lunga. Dar, de la cartierele marginase pana in","să-i omoare, agonia fiindu-le prea lungă. Dar, de la cartierele mărginașe până în"
"centrul orasului, peste tot pe unde se intampla sa treaca doctorul Rieux, peste tot","centrul orașului, peste tot pe unde se întâmpla să treacă doctorul Rieux, peste tot"
"unde concetatenii nostri se adunau, sobolanii asteptau in gramezi, fn lazile de","unde concetățenii noștri se adunau, șobolanii așteptau în grămezi, fn lăzile de"
"gunoi, sau in siruri lungi, prin rigole. Presa de seara lua, din aceasta zi, in mana","gunoi, sau în șiruri lungi, prin rigole. Presa de seară luă, din această zi, în mână"
"ei problema si intreba daca municipalitatea, da saunu, fyi propune sa actioneze si","ei problema și întrebă dacă municipalitatea, da saunu, fyi propune să acționeze și"
ce masuri de urgenta intelege sa ia pentru a apara orasul de aceasta invazie,ce măsuri de urgență înțelege să ia pentru a apăra orașul de această invazie
respingatoare. Municipalitatea nu-si propusese nimic sinu avea in vedere nicio,respingătoare. Municipalitatea nu-și propusese nimic sinu avea în vedere nicio
masura dar a inceput prin a se intruni in consiliu pentru a delibera. I s-a dat ordin,măsura dar a început prin a se întruni în consiliu pentru a delibera. I s-a dat ordin
"serviciului de deratizare sa adune sobolanii morti in fiecare dimineata, in zori.","serviciului de deratizare să adune șobolanii morți în fiecare dimineață, în zori."
"Dupa aceea, doua masini ale serviciului trebuiau sa duca guzganii la crematoriul","După aceea, două mașini ale serviciului trebuiau să ducă guzganii la crematoriul"
de gunoaie ca sa fie arsi.,de gunoaie ca să fie arși.
Dar in zilele care urmara situatia s-a agravat. Numarul de rozatoare stranse,Dar în zilele care urmară situația s-a agravat. Numărul de rozătoare strânse
crestea tot mai mult si fn fiecare dimineata recolta era tot mai abundenta. Din a,creștea tot mai mult și fn fiecare dimineață recolta era tot mai abundentă. Din a
"patra zi, sobolanii au inceput sa iasa si sa moara in grupuri. De prin cotloane, de","patra zi, șobolanii au început să iasă și să moară în grupuri. De prin cotloane, de"
"prin subsoluri, de prin pivnite, de prin gurile de canal, urcau in lungi siruri care","prin subsoluri, de prin pivnițe, de prin gurile de canal, urcau în lungi șiruri care"
"se impleticeau, se clatinau la lumina, se rasuceau pe loc si mureau aproape de","se împleticeau, se clătinau la lumină, se răsuceau pe loc și mureau aproape de"
"oameni. Noaptea, pe culoare sau pe ulite se auzea distinct micul lor chitcait de","oameni. Noaptea, pe culoare sau pe ulițe se auzea distinct micul lor chițcăit de"
"agonie. Dimineata, in mahalale, fi gaseai intinsi, prin aceleasi rigole, cu o mica","agonie. Dimineața, în mahalale, fi găseai întinși, prin aceleași rigole, cu o mică"
"floare de sange pe botul lor ascutit, unii umflati si putrezi, altii tepeni si cu","floare de sânge pe botul lor ascuțit, unii umflați și putrezi, alții țepeni și cu"
"mustatile incai zbarlite. Ii gaseai chiar si in oras in mici gramezi, pe paliere sau in","mustățile încai zbârlite. Îi găseai chiar și în oraș în mici grămezi, pe paliere sau în"
"curti. De asemenea, uneori mureau si izolat, in holurile administrative, in curtile","curți. De asemenea, uneori mureau și izolat, în holurile administrative, în curțile"
"scolilor, pe terasele cafenelelor. Concetatenii nostri, uluiti, ii descopereau in","școlilor, pe terasele cafenelelor. Concetățenii noștri, uluiți, îi descopereau în"
"locurile cele mai frecventate ale orasului. Piata Armelor, bulevardele, promenada","locurile cele mai frecventate ale orașului. Piața Armelor, bulevardele, promenada"
"Front-de-Mer erau, din ce in ce mai departe, manjite. Curatat in zori de guzganii","Front-de-Mer erau, din ce în ce mai departe, mânjite. Curățat în zori de guzganii"
"sai morti, orasul ii regasea incetul cu incetul, din ce in ce mai numerosi, fn","săi morți, orașul îi regăsea încetul cu încetul, din ce în ce mai numeroși, fn"
timpul zilei. Pe trotuare i se intampla de asemenea nu numai unui trecator,timpul zilei. Pe trotuare i se întâmplă de asemenea nu numai unui trecător
nocturn sa simta sub talpa masa elastica a unui cadavru inca proaspat. Ai fi zis ca,nocturn să simtă sub talpa masa elastică a unui cadavru încă proaspăt. Ai fi zis că
"insusi pamantul, in care erauinfipte casele noastre, se curata de fncarcatura sa de","însuși pământul, în care erauinfipte casele noastre, se curăță de fncărcătura sa de"
"secretii, ca lasa sa urce la suprafata buboaiele si coptura care, pana atunci, il","secreții, ca lasă să urce la suprafață buboaiele și coptura care, până atunci, îl"
"macinau pe dinauntru. Ganditi-va numai la uluirea micului nostru oras, atat de","măcinau pe dinăuntru. Gândiți-vă numai la uluirea micului nostru oraș, atât de"
"linistit inainte, ravasit in doar cateva zile, asemenea unui om sanatos al carui","liniștit înainte, răvășit în doar câteva zile, asemenea unui om sănătos al cărui"
sange gros ar incepe deodata sa se razvrateascal,sânge gros ar începe deodată să se răzvrăteascăl
"Lucrurile au ajuns atat de departe incat agentia Ransdoc (informatii,","Lucrurile au ajuns atât de departe încât agenția Ransdoc (informații,"
"documentari, toate informatiile asupra oricarui subiect) a anuntat, in emisiunea","documentări, toate informațiile asupra oricărui subiect) a anunțat, în emisiunea"
"sa radiofonica de informatii gratuite, sase mii doua sute treizeci si unu de","să radiofonică de informații gratuite, șase mii două sute treizeci și unu de"
"sobolani culesi si arsi in decursul unei singure zile, din 25. Aceasta cifra, care","șobolani culesi și arși în decursul unei singure zile, din 25. Această cifră, care"
